Publication ID,Journal,Authors,Title,Abstract,Genes,Drugs,Diseases
35563497,Int J Mol Sci,"['Kaminska J', 'Soczewka P', 'Rzepnikowska W', 'Zoladek T']",Yeast as a Model to Find New Drugs and Drug Targets for VPS13-Dependent Neurodegenerative Diseases.,"Mutations in human VPS13A-D genes result in rare neurological diseases, including chorea-acanthocytosis. The pathogenesis of these diseases is poorly understood, and no effective treatment is available. As VPS13 genes are evolutionarily conserved, the effects of the pathogenic mutations could be studied in model organisms, including yeast, where one VPS13 gene is present. In this review, we summarize advancements obtained using yeast. In recent studies, vps13Delta and vps13-I2749 yeast mutants, which are models of chorea-acanthocytosis, were used to screen for multicopy and chemical suppressors. Two of the suppressors, a fragment of the MYO3 and RCN2 genes, act by downregulating calcineurin activity. In addition, vps13Delta suppression was achieved by using calcineurin inhibitors. The other group of multicopy suppressors were genes: FET4, encoding iron transporter, and CTR1, CTR3 and CCC2, encoding copper transporters. Mechanisms of their suppression rely on causing an increase in the intracellular iron content. Moreover, among the identified chemical suppressors were copper ionophores, which require a functional iron uptake system for activity, and flavonoids, which bind iron. These findings point at areas for further investigation in a higher eukaryotic model of VPS13-related diseases and to new therapeutic targets: calcium signalling and copper and iron homeostasis. Furthermore, the identified drugs are interesting candidates for drug repurposing for these diseases.","['VPS13', 'VPS13', 'VPS13', 'vps13', 'MYO3', 'RCN2', 'FET4', 'CTR1', 'CTR3', 'CCC2', 'VPS13']","['iron', 'copper ionophores', 'iron', 'flavonoids', 'iron', 'calcium', 'copper', 'iron']","['Neurodegenerative Diseases', 'neurological diseases', 'chorea-acanthocytosis', 'chorea-acanthocytosis']"
29560813,RNA Biol,"['Scoles DR', 'Pulst SM']",Oligonucleotide therapeutics in neurodegenerative diseases.,"Therapeutics that directly target RNAs are promising for a broad spectrum of disorders, including the neurodegenerative diseases. This is exemplified by the FDA approval of Nusinersen, an antisense oligonucleotide (ASO) therapeutic for spinal muscular atrophy (SMA). RNA targeting therapeutics are currently under development for amyotrophic lateral sclerosis (ALS), Huntington's disease (HD), and spinocerebellar ataxias. We have used an ASO approach toward developing a treatment for spinocerebellar ataxia type 2 (SCA2), for targeting the causative gene ATXN2. We demonstrated that reduction of ATXN2 expression in SCA2 mice treated by intracerebroventicular injection (ICV) of ATXN2 ASO delayed motor phenotype onset, improved the expression of several genes demonstrated abnormally reduced by transcriptomic profiling of SCA2 mice, and restored abnormal Purkinje cell firing frequency in acute cerebellar sections. Here we discuss RNA abnormalities in disease and the prospects of targeting neurodegenerative diseases at the level of RNA control using ASOs and other RNA-targeted therapeutics.","['ATXN2', 'ATXN2', 'ATXN2']","['Oligonucleotide', 'Nusinersen', 'antisense', 'oligonucleotide', 'ASO', 'ASO', 'ASO']","['neurodegenerative diseases', 'neurodegenerative diseases', 'spinal muscular atrophy', 'SMA', 'amyotrophic lateral sclerosis', 'ALS', ""Huntington's disease"", 'HD', 'spinocerebellar ataxias', 'spinocerebellar ataxia type 2', 'SCA2', 'SCA2', 'SCA2', 'RNA abnormalities', 'neurodegenerative diseases']"
36875645,Front Neurosci,"['Pan X', 'Dutta D', 'Lu S', 'Bellen HJ']",Sphingolipids in neurodegenerative diseases.,"Neurodegenerative Diseases (NDDs) are a group of disorders that cause progressive deficits of neuronal function. Recent evidence argues that sphingolipid metabolism is affected in a surprisingly broad set of NDDs. These include some lysosomal storage diseases (LSDs), hereditary sensory and autonomous neuropathy (HSAN), hereditary spastic paraplegia (HSP), infantile neuroaxonal dystrophy (INAD), Friedreich's ataxia (FRDA), as well as some forms of amyotrophic lateral sclerosis (ALS) and Parkinson's disease (PD). Many of these diseases have been modeled in Drosophila melanogaster and are associated with elevated levels of ceramides. Similar changes have also been reported in vertebrate cells and mouse models. Here, we summarize studies using fly models and/or patient samples which demonstrate the nature of the defects in sphingolipid metabolism, the organelles that are implicated, the cell types that are initially affected, and potential therapeutics for these diseases.",[],"['Sphingolipids', 'sphingolipid', 'ceramides', 'sphingolipid']","['neurodegenerative diseases', 'Neurodegenerative Diseases', 'NDDs', 'deficits of neuronal function', 'NDDs', 'lysosomal storage diseases', 'LSDs', 'hereditary sensory and autonomous neuropathy', 'HSAN', 'hereditary spastic paraplegia', 'HSP', 'infantile neuroaxonal dystrophy', 'INAD', ""Friedreich's ataxia"", 'FRDA', 'amyotrophic lateral sclerosis', 'ALS', ""Parkinson's disease"", 'PD']"
37390744,Neuropeptides,"['Eskandari S', 'Rezayof A', 'Asghari SM', 'Hashemizadeh S']",Neurobiochemical characteristics of arginine-rich peptides explain their potential therapeutic efficacy in neurodegenerative diseases.,"Neurodegenerative diseases, including Alzheimer s disease (AD), Parkinson s disease (PD), Huntington s disease (HD), and Amyotrophic Lateral Sclerosis (ALS) require special attention to find new potential treatment methods. This review aims to summarize the current knowledge of the relationship between the biochemical properties of arginine-rich peptides (ARPs) and their neuroprotective effects to deal with the harmful effects of risk factors. It seems that ARPs have portrayed a promising and fantastic landscape for treating neurodegeneration-associated disorders. With multimodal mechanisms of action, ARPs play various unprecedented roles, including as the novel delivery platforms for entering the central nervous system (CNS), the potent antagonists for calcium influx, the invader molecules for targeting mitochondria, and the protein stabilizers. Interestingly, these peptides inhibit the proteolytic enzymes and block protein aggregation to induce pro-survival signaling pathways. ARPs also serve as the scavengers of toxic molecules and the reducers of oxidative stress agents. They also have anti-inflammatory, antimicrobial, and anti-cancer properties. Moreover, by providing an efficient nucleic acid delivery system, ARPs can play an essential role in developing various fields, including gene vaccines, gene therapy, gene editing, and imaging. ARP agents and ARP/cargo therapeutics can be raised as an emergent class of neurotherapeutics for neurodegeneration. Part of the aim of this review is to present recent advances in treating neurodegenerative diseases using ARPs as an emerging and powerful therapeutic tool. The applications and progress of ARPs-based nucleic acid delivery systems have also been discussed to highlight their usefulness as a broad-acting class of drugs.","['ARP', 'ARP']","['arginine-rich peptides', 'arginine-rich peptides', 'ARPs', 'ARPs', 'ARPs', 'calcium', 'ARPs', 'ARPs', 'ARPs', 'ARPs']","['neurodegenerative diseases', 'Neurodegenerative diseases', 'Alzheimer s disease', 'AD', 'Parkinson s disease', 'PD', 'Huntington s disease', 'HD', 'Amyotrophic Lateral Sclerosis', 'ALS', 'neurodegeneration-associated disorders', 'inflammatory', 'cancer', 'neurodegeneration', 'neurodegenerative diseases']"
31689925,Nutrients,"['Cai M', 'Yang EJ']",Hochu-Ekki-To Improves Motor Function in an Amyotrophic Lateral Sclerosis Animal Model.,"Hochu-ekki-to (Bojungikgi-Tang (BJIGT) in Korea; Bu-Zhong-Yi-Qi Tang in Chinese), a traditional herbal prescription, has been widely used in Asia. Hochu-ekki-to (HET) is used to enhance the immune system in respiratory disorders, improve the nutritional status associated with chronic diseases, enhance the mucosal immune system, and improve learning and memory. Amyotrophic lateral sclerosis (ALS) is pathologically characterized by motor neuron cell death and muscle paralysis, and is an adult-onset motor neuron disease. Several pathological mechanisms of ALS have been reported by clinical and in vitro/in vivo studies using ALS models. However, the underlying mechanisms remain elusive, and the critical pathological target needs to be identified before effective drugs can be developed for patients with ALS. Since ALS is a disease involving both motor neuron death and skeletal muscle paralysis, suitable therapy with optimal treatment effects would involve a motor neuron target combined with a skeletal muscle target. Herbal medicine is effective for complex diseases because it consists of multiple components for multiple targets. Therefore, we investigated the effect of the herbal medicine HET on motor function and survival in hSOD1G93A transgenic mice. HET was orally administered once a day for 6 weeks from the age of 2 months (the pre-symptomatic stage) of hSOD1G93A transgenic mice. We used the rota-rod test and foot printing test to examine motor activity, and Western blotting and H&E staining for evaluation of the effects of HET in the gastrocnemius muscle and lumbar (L4-5) spinal cord of mice. We found that HET treatment dramatically inhibited inflammation and oxidative stress both in the spinal cord and gastrocnemius of hSOD1G93A transgenic mice. Furthermore, HET treatment improved motor function and extended the survival of hSOD1G93A transgenic mice. Our findings suggest that HET treatment may modulate the immune reaction in muscles and neurons to delay disease progression in a model of ALS.",[],"['Hochu-ekki', '-Tang', 'BJIGT', 'H&E']","['Amyotrophic Lateral Sclerosis', 'respiratory disorders', 'chronic diseases', 'Amyotrophic lateral sclerosis', 'ALS', 'muscle paralysis', 'motor neuron disease', 'ALS', 'ALS', 'ALS', 'ALS', 'muscle paralysis', 'inflammation', 'ALS']"
32455791,Int J Mol Sci,"['Bonafede R', 'Turano E', 'Scambi I', 'Busato A', 'Bontempi P', 'Virla F', 'Schiaffino L', 'Marzola P', 'Bonetti B', 'Mariotti R']",ASC-Exosomes Ameliorate the Disease Progression in SOD1(G93A) Murine Model Underlining Their Potential Therapeutic Use in Human ALS.,"Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disease characterized by progressive degeneration of motoneurons. To date, there is no effective treatment available. Exosomes are extracellular vesicles that play important roles in intercellular communication, recapitulating the effect of origin cells. In this study, we tested the potential neuroprotective effect of exosomes isolated from adipose-derived stem cells (ASC-exosomes) on the in vivo model most widely used to study ALS, the human SOD1 gene with a G93A mutation (SOD1(G93A)) mouse. Moreover, we compared the effect of two different routes of exosomes administration, intravenous and intranasal. The effect of exosomes administration on disease progression was monitored by motor tests and analysis of lumbar motoneurons and glial cells, neuromuscular junction, and muscle. Our results demonstrated that repeated administration of ASC-exosomes improved the motor performance; protected lumbar motoneurons, the neuromuscular junction, and muscle; and decreased the glial cells activation in treated SOD1(G93A) mice. Moreover, exosomes have the ability to home to lesioned ALS regions of the animal brain. These data contribute by providing additional knowledge for the promising use of ASC-exosomes as a therapy in human ALS.","['ASC', 'SOD1', 'ASC', 'SOD1', 'SOD1', 'ASC', 'SOD1', 'ASC']",[],"['ALS', 'Amyotrophic lateral sclerosis', 'ALS', 'neurodegenerative disease', 'ALS', 'ALS', 'ALS']"
31500113,Int J Mol Sci,"['Cappella M', 'Ciotti C', 'Cohen-Tannoudji M', 'Biferi MG']",Gene Therapy for ALS-A Perspective.,"Amyotrophic lateral sclerosis (ALS) is a fatal motor neuron disease (MND) with no cure. Recent advances in gene therapy open a new perspective to treat this disorder-particularly for the characterized genetic forms. Gene therapy approaches, involving the delivery of antisense oligonucleotides into the central nervous system (CNS) are being tested in clinical trials for patients with mutations in SOD1 or C9orf72 genes. Viral vectors can be used to deliver therapeutic sequences to stably transduce motor neurons in the CNS. Vectors derived from adeno-associated virus (AAV), can efficiently target genes and have been tested in several pre-clinical settings with promising outcomes. Recently, the Food and Drug Administration (FDA) approved Zolgensma, an AAV-mediated treatment for another MND-the infant form of spinal muscular atrophy. Given the accelerated progress in gene therapy, it is potentially a promising avenue to develop an efficient and safe cure for ALS.","['SOD1', 'C9orf72']",['oligonucleotides'],"['ALS', 'Amyotrophic lateral sclerosis', 'ALS', 'motor neuron disease', 'MND', 'MND', 'spinal muscular atrophy', 'ALS']"
31203387,Mamm Genome,"['Nair RR', 'Corrochano S', 'Gasco S', 'Tibbit C', 'Thompson D', 'Maduro C', 'Ali Z', 'Fratta P', 'Arozena AA', 'Cunningham TJ', 'Fisher EMC']",Uses for humanised mouse models in precision medicine for neurodegenerative disease.,"Neurodegenerative disease encompasses a wide range of disorders afflicting the central and peripheral nervous systems and is a major unmet biomedical need of our time. There are very limited treatments, and no cures, for most of these diseases, including Alzheimer's Disease, Parkinson's Disease, Huntington Disease, and Motor Neuron Diseases. Mouse and other animal models provide hope by analysing them to understand pathogenic mechanisms, to identify drug targets, and to develop gene therapies and stem cell therapies. However, despite many decades of research, virtually no new treatments have reached the clinic. Increasingly, it is apparent that human heterogeneity within clinically defined neurodegenerative disorders, and between patients with the same genetic mutations, significantly impacts disease presentation and, potentially, therapeutic efficacy. Therefore, stratifying patients according to genetics, lifestyle, disease presentation, ethnicity, and other parameters may hold the key to bringing effective therapies from the bench to the clinic. Here, we discuss genetic and cellular humanised mouse models, and how they help in defining the genetic and environmental parameters associated with neurodegenerative disease, and so help in developing effective precision medicine strategies for future healthcare.",[],[],"['neurodegenerative disease', 'Neurodegenerative disease', ""Alzheimer's Disease"", ""Parkinson's Disease"", 'Huntington Disease', 'Motor Neuron Diseases', 'neurodegenerative disorders', 'neurodegenerative disease']"
35629192,J Pers Med,"['Gentile G', 'Morello G', 'La Cognata V', 'Guarnaccia M', 'Conforti FL', 'Cavallaro S']",Dysregulated miRNAs as Biomarkers and Therapeutical Targets in Neurodegenerative Diseases.,"Alzheimer's disease (AD), Parkinson's disease (PD), and Amyotrophic Lateral Sclerosis (ALS) are representative neurodegenerative diseases (NDs) characterized by degeneration of selective neurons, as well as the lack of effective biomarkers and therapeutic treatments. In the last decade, microRNAs (miRNAs) have gained considerable interest in diagnostics and therapy of NDs, owing to their aberrant expression and their ability to target multiple molecules and pathways. Here, we provide an overview of dysregulated miRNAs in fluids (blood or cerebrospinal fluid) and nervous tissue of AD, PD, and ALS patients. By emphasizing those that are commonly dysregulated in these NDs, we highlight their potential role as biomarkers or therapeutical targets and describe the use of antisense oligonucleotides as miRNA therapies.",[],['oligonucleotides'],"['Neurodegenerative Diseases', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', 'Amyotrophic Lateral Sclerosis', 'ALS', 'neurodegenerative diseases', 'NDs', 'NDs', 'AD', 'PD', 'ALS', 'NDs']"
33812000,Neurobiol Dis,"['Root J', 'Merino P', 'Nuckols A', 'Johnson M', 'Kukar T']",Lysosome dysfunction as a cause of neurodegenerative diseases: Lessons from frontotemporal dementia and amyotrophic lateral sclerosis.,"Frontotemporal dementia (FTD) and amyotrophic lateral sclerosis (ALS) are fatal neurodegenerative disorders that are thought to exist on a clinical and pathological spectrum. FTD and ALS are linked by shared genetic causes (e.g. C9orf72 hexanucleotide repeat expansions) and neuropathology, such as inclusions of ubiquitinated, misfolded proteins (e.g. TAR DNA-binding protein 43; TDP-43) in the CNS. Furthermore, some genes that cause FTD or ALS when mutated encode proteins that localize to the lysosome or modulate endosome-lysosome function, including lysosomal fusion, cargo trafficking, lysosomal acidification, autophagy, or TFEB activity. In this review, we summarize evidence that lysosomal dysfunction, caused by genetic mutations (e.g. C9orf72, GRN, MAPT, TMEM106B) or toxic-gain of function (e.g. aggregation of TDP-43 or tau), is an important pathogenic disease mechanism in FTD and ALS. Further studies into the normal function of many of these proteins are required and will help uncover the mechanisms that cause lysosomal dysfunction in FTD and ALS. Mutations or polymorphisms in genes that encode proteins important for endosome-lysosome function also occur in other age-dependent neurodegenerative diseases, including Alzheimer's (e.g. APOE, PSEN1, APP) and Parkinson's (e.g. GBA, LRRK2, ATP13A2) disease. A more complete understanding of the common and unique features of lysosome dysfunction across the spectrum of neurodegeneration will help guide the development of therapies for these devastating diseases.","['C9orf72', 'TAR DNA-binding protein 43', 'TDP-43', 'TFEB', 'C9orf72', 'GRN', 'MAPT', 'TMEM106B', 'TDP-43', 'tau', 'APOE', 'PSEN1', 'GBA', 'LRRK2', 'ATP13A2']",[],"['Lysosome dysfunction', 'neurodegenerative diseases', 'frontotemporal dementia', 'amyotrophic lateral sclerosis', 'Frontotemporal dementia', 'FTD', 'amyotrophic lateral sclerosis', 'ALS', 'neurodegenerative disorders', 'FTD', 'ALS', 'FTD', 'ALS', 'lysosomal dysfunction', 'FTD', 'ALS', 'lysosomal dysfunction', 'FTD', 'ALS', 'neurodegenerative diseases', ""Alzheimer's"", ""Parkinson's"", 'lysosome dysfunction', 'neurodegeneration']"
32848579,Front Neurosci,"['Izrael M', 'Slutsky SG', 'Revel M']",Rising Stars: Astrocytes as a Therapeutic Target for ALS Disease.,"Amyotrophic lateral sclerosis (ALS) is a multifactorial disease, characterized by a progressive loss of motor neurons that eventually leads to paralysis and death. The current ALS-approved drugs modestly change the clinical course of the disease. The mechanism by which motor neurons progressively degenerate remains unclear but entails a non-cell autonomous process. Astrocytes impaired biological functionality were implicated in multiple neurodegenerative diseases, including ALS, frontotemporal dementia (FTD), Parkinson's disease (PD), and Alzheimer disease (AD). In ALS disease patients, A1 reactive astrocytes were found to play a key role in the pathology of ALS disease and death of motor neurons, via loss or gain of function or acquired toxicity. The contribution of astrocytes to the maintenance of motor neurons by diverse mechanisms makes them a promising therapeutic candidate for the treatment of ALS. Therapeutic approaches targeting at modulating the function of endogenous astrocytes or replacing lost functionality by transplantation of healthy astrocytes, may contribute to the development of therapies which might slow down or even halt the progression ALS diseases. The proposed mechanisms by which astrocytes can potentially ameliorate ALS progression and the status of ALS clinical studies involving astrocytes are discussed.",[],[],"['ALS Disease', 'Amyotrophic lateral sclerosis', 'ALS', 'paralysis', 'ALS', 'neurodegenerative diseases', 'ALS', 'frontotemporal dementia', 'FTD', ""Parkinson's disease"", 'PD', 'Alzheimer disease', 'AD', 'ALS disease', 'ALS disease', 'toxicity', 'ALS', 'ALS diseases', 'ALS', 'ALS']"
37152054,Front Oncol,"['Han P', 'Mo S', 'Wang Z', 'Xu J', 'Fu X', 'Tian Y']","UXT at the crossroads of cell death, immunity and neurodegenerative diseases.","The ubiquitous expressed transcript (UXT), a member of the prefoldin-like protein family, modulates regulated cell death (RCD) such as apoptosis and autophagy-mediated cell death through nuclear factor-kappaB (NF-kappaB), tumor necrosis factor-alpha (TNF-alpha), P53, P62, and methylation, and is involved in the regulation of cell metabolism, thereby affecting tumor progression. UXT also maintains immune homeostasis and reduces proteotoxicity in neuro-degenerative diseases through selective autophagy and molecular chaperones. Herein, we review and further elucidate the mechanisms by which UXT affects the regulation of cell death, maintenance of immune homeostasis, and neurodegenerative diseases and discuss the possible UXT involvement in the regulation of ferroptosis and immunogenic cell death, and targeting it to improve cancer treatment outcomes by regulating cell death and immune surveillance.","['UXT', 'ubiquitous expressed transcript', 'UXT', 'nuclear factor-kappaB', 'NF-kappaB', 'tumor necrosis factor-alpha', 'TNF-alpha', 'P53', 'P62', 'UXT', 'UXT', 'UXT']",[],"['neurodegenerative diseases', 'tumor', 'proteotoxicity', 'neuro-degenerative diseases', 'neurodegenerative diseases', 'cancer']"
37163436,Aging Dis,"['Li A', 'Cao S', 'Jin K', 'Su H']",Mitochondria and Neurodegenerative Diseases: A New Hotspot.,"Growing evidence suggests that the prevalence of neurodegenerative diseases (NDs) is on the rise with the aged population with substantially overlapping clinical and pathological features. The journal ""Aging & Disease"" portals are always responsive to publishing cutting-edge research on age-related neurodegeneration. Even though outstanding progress has recently been made in understanding NDs, the underlying mechanisms involved in neuronal degeneration are yet to be deciphered and addressed. There is credible evidence showing multiple links between mitochondria and NDs, gradually becoming the hotspot in mechanistic or drug development research. The editorial aims to reflect on and discuss some interesting and unique results from the papers published in ""Aging & Disease"" during the past three years (2020 - 2022).",[],[],"['Mitochondria', 'Neurodegenerative Diseases', 'neurodegenerative diseases', 'NDs', 'Aging & Disease', 'age-related neurodegeneration', 'NDs', 'neuronal degeneration', 'mitochondria', 'NDs', 'Aging & Disease']"
35710076,Eur J Pharm Sci,"['Rahmani M', 'Negro Álvarez SE', 'Hernández EB']",The potential use of tetracyclines in neurodegenerative diseases and the role of nano-based drug delivery systems.,"Neurodegenerative diseases are still a challenge for effective treatments. The high cost of approved drugs, severity of side effects, injection site pain, and restrictions on drug delivery to the Central Nervous System (CNS) can overshadow the management of these diseases. Due to the chronic and progressive evolution of neurodegenerative disorders and since there is still no cure for them, new therapeutic strategies such as the combination of several drugs or the use of existing drugs with new therapeutic applications are valuable strategies. Tetracyclines are traditionally classified as antibiotics. However, in this class of drugs, doxycycline and minocycline exhibit also anti-inflammatory effects by inhibiting microglia/macrophages. Hence, they have been studied as potential agents for the treatment of neurodegenerative diseases. The results of in vitro and in vivo studies confirm the effective role of these two drugs as anti-inflammatory agents in experimentally induced models of neurodegenerative diseases. In clinical studies, satisfactory results have been obtained in Multiple sclerosis (MS) but not yet in other disorders such as Alzheimer's disease (AD), Parkinson's disease (PD), or Amyotrophic lateral sclerosis (ALS). In recent years, researchers have developed and evaluated nanoparticulate drug delivery systems to improve the clinical efficacy of these two tetracyclines for their potential application in neurodegenerative diseases. This study reviews the neuroprotective roles of minocycline and doxycycline in four of the main neurodegenerative disorders: AD, PD, ALS and MS. Moreover, the potential applications of nanoparticulate delivery systems developed for both tetracyclines are also reviewed.",[],"['tetracyclines', 'Tetracyclines', 'doxycycline', 'minocycline', 'tetracyclines', 'minocycline', 'doxycycline', 'tetracyclines']","['neurodegenerative diseases', 'Neurodegenerative diseases', 'pain', 'neurodegenerative disorders', 'inflammatory', 'neurodegenerative diseases', 'inflammatory', 'neurodegenerative diseases', 'Multiple sclerosis', 'MS', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', 'Amyotrophic lateral sclerosis', 'ALS', 'neurodegenerative diseases', 'neurodegenerative disorders', 'AD', 'PD', 'ALS', 'MS']"
30801863,Stem Cells,"['Haenseler W', 'Rajendran L']",Concise Review: Modeling Neurodegenerative Diseases with Human Pluripotent Stem Cell-Derived Microglia.,"Inflammation of the brain and the consequential immunological responses play pivotal roles in neurodegenerative diseases such as Alzheimer's disease, Parkinson's disease, amyotrophic lateral sclerosis, and frontotemporal dementia (FTD). Microglia, the resident macrophage cells of the brain, have also emerged as key players in neuroinflammation. As primary human microglia from living subjects are normally not accessible to researchers, there is a pressing need for an alternative source of authentic human microglia which allows modeling of neurodegeneration in vitro. Several protocols for induced pluripotent stem cell (iPSC)-derived microglia have recently been developed and provide unlimited access to patient-derived material. In this present study, we give an overview of iPSC-derived microglia models in monoculture and coculture systems, their advantages and limitations, and how they have already been used for disease phenotyping. Furthermore, we outline some of the gene engineering tools to generate isogenic controls, the creation of gene knockout iPSC lines, as well as covering reporter cell lines, which could help to elucidate complex cell interaction mechanisms in the microglia/neuron coculture system, for example, microglia-induced synapse loss. Finally, we deliberate on how said cocultures could aid in personalized drug screening to identify patient-specific therapies against neurodegeneration. Stem Cells 2019;37:724-730.",[],[],"['Neurodegenerative Diseases', 'Inflammation of the brain', 'neurodegenerative diseases', ""Alzheimer's disease"", ""Parkinson's disease"", 'amyotrophic lateral sclerosis', 'frontotemporal dementia', 'FTD', 'neuroinflammation', 'neurodegeneration', 'synapse loss', 'neurodegeneration']"
35009270,Materials (Basel),"['Niccolini B', 'Palmieri V', 'De Spirito M', 'Papi M']",Opportunities Offered by Graphene Nanoparticles for MicroRNAs Delivery for Amyotrophic Lateral Sclerosis Treatment.,"Amyotrophic lateral sclerosis (ALS) is characterized by the degeneration and death of motor neurons. This neurodegenerative disease leads to muscle atrophy, paralysis, and death due to respiratory failure. MicroRNAs (miRNAs) are small non-coding ribonucleic acids (RNAs) with a length of 19 to 25 nucleotides, participating in the regulation of gene expression. Different studies have demonstrated that miRNAs deregulation is critical for the onset of a considerable number of neurodegenerative diseases, including ALS. Some studies have underlined how miRNAs are deregulated in ALS patients and for this reason, design therapies are used to correct the aberrant expression of miRNAs. With this rationale, delivery systems can be designed to target specific miRNAs. Specifically, these systems can be derived from viral vectors (viral systems) or synthetic or natural materials, including exosomes, lipids, and polymers. Between many materials used for non-viral vectors production, the two-dimensional graphene and its derivatives represent a good alternative for efficiently delivering nucleic acids. The large surface-to-volume ratio and ability to penetrate cell membranes are among the advantages of graphene. This review focuses on the specific pathogenesis of miRNAs in ALS and on graphene delivery systems designed for gene delivery to create a primer for future studies in the field.",[],"['Graphene', 'lipids', 'graphene', 'graphene', 'graphene']","['Amyotrophic Lateral Sclerosis', 'Amyotrophic lateral sclerosis', 'ALS', 'death', 'neurodegenerative disease', 'muscle atrophy', 'paralysis', 'death', 'respiratory failure', 'neurodegenerative diseases', 'ALS', 'ALS', 'ALS']"
32638706,Biomater Sci,"['Masoudi Asil S ', 'Ahlawat J ', 'Guillama Barroso G ', 'Narayan M ']",Nanomaterial based drug delivery systems for the treatment of neurodegenerative diseases.,"With an aging population that has been increasing in recent years, the need for the development of therapeutic approaches for treatment of neurodegenerative disorders (ND) has increased. ND, which are characterized by the progressive loss of the structure or function of neurons, are often associated with neuronal death. In spite of screening numerous drugs, currently there is no specific treatment that can cure these diseases or slow down their progression. Alzheimer's disease (AD), Parkinson's disease (PD), amyotrophic lateral sclerosis (ALS), frontotemporal dementia, Huntington's disease, and prion diseases belong to ND which affect enormous numbers of people globally. There are some main possible reasons for failure in the treatment of neurodegenerative diseases such as limitations introduced by the Blood-Brain Barrier (BBB), the Blood-Cerebrospinal Fluid Barrier (BCFB) and P-glycoproteins. Current advances in nanotechnology present opportunities to overcome the mentioned limitations by using nanotechnology and designing nanomaterials improving the delivery of active drug candidates. Some of the basic and developing strategies to overcome drug delivery impediments are the local delivery of drugs, receptor-mediated transcytosis, physicochemical disruption of the BBB, cell-penetrating peptides and magnetic disruption. Recently, the application of nanoparticles has been developed to improve the efficiency of drug delivery. Nanoengineered particles as nanodrugs possess the capacity to cross the BBB and also show decreased invasiveness. Examples include inorganic, magnetic, polymeric and carbonic nanoparticles that have been developed to improve drug delivery efficiency. Despite numerous papers published in this filed, there are some unsolved issues that need to be addressed for successful treatment of neurodegenerative diseases. These are discussed herein.",[],[],"['neurodegenerative diseases', 'neurodegenerative disorders', 'ND', 'ND', 'neuronal death', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', 'amyotrophic lateral sclerosis', 'ALS', 'frontotemporal dementia', ""Huntington's disease"", 'prion diseases', 'ND', 'neurodegenerative diseases', 'neurodegenerative diseases']"
33736701,Stem Cell Res Ther,"['Krull AA', 'Setter DO', 'Gendron TF', 'Hrstka SCL', 'Polzin MJ', 'Hart J', 'Dudakovic A', 'Madigan NN', 'Dietz AB', 'Windebank AJ', 'van Wijnen AJ', 'Staff NP']",Alterations of mesenchymal stromal cells in cerebrospinal fluid: insights from transcriptomics and an ALS clinical trial.,"BACKGROUND: Mesenchymal stromal cells (MSCs) have been studied with increasing intensity as clinicians and researchers strive to understand the ability of MSCs to modulate disease progression and promote tissue regeneration. As MSCs are used for diverse applications, it is important to appreciate how specific physiological environments may stimulate changes that alter the phenotype of the cells. One need for neuroregenerative applications is to characterize the spectrum of MSC responses to the cerebrospinal fluid (CSF) environment after their injection into the intrathecal space. Mechanistic understanding of cellular biology in response to the CSF environment may predict the ability of MSCs to promote injury repair or provide neuroprotection in neurodegenerative diseases. METHODS: In this study, we characterized changes in morphology, metabolism, and gene expression occurring in human adipose-derived MSCs cultured in human (hCSF) or artificial CSF (aCSF) as well as examined relevant protein levels in the CSF of subjects treated with MSCs for amyotrophic lateral sclerosis (ALS). RESULTS: Our results demonstrated that, under intrathecal-like conditions, MSCs retained their morphology, though they became quiescent. Large-scale transcriptomic analysis of MSCs revealed a distinct gene expression profile for cells cultured in aCSF. The aCSF culture environment induced expression of genes related to angiogenesis and immunomodulation. In addition, MSCs in aCSF expressed genes encoding nutritional growth factors to expression levels at or above those of control cells. Furthermore, we observed a dose-dependent increase in growth factors and immunomodulatory cytokines in CSF from subjects with ALS treated intrathecally with autologous MSCs. CONCLUSIONS: Overall, our results suggest that MSCs injected into the intrathecal space in ongoing clinical trials remain viable and may provide a therapeutic benefit to patients.",[],"['artificial CSF', 'aCSF', 'aCSF', 'aCSF', 'aCSF']","['ALS', 'neurodegenerative diseases', 'amyotrophic lateral sclerosis', 'ALS', 'ALS']"
